10-AUBE	691.09998	2368.8
10-AUBE	686.59998	2374.8999
10-AUBE	679.90002	2377.5
10-AUBE	678.70001	2382.3999
10-AUBE	680.70001	2390.8
10-AUBE	683.5	2397.7
10-AUBE	690.09998	2402.7
10-AUBE	695.79999	2397.6001
10-AUBE	703.09998	2393.8999
10-AUBE	709.90002	2391.8
10-AUBE	712.29999	2398.8999
10-AUBE	718.90002	2401.8999
10-AUBE	722.40002	2408.3999
10-AUBE	732.29999	2411.3
10-AUBE	740.40002	2414.5
10-AUBE	746.59998	2408.8
10-AUBE	748.5	2401.7
10-AUBE	757.09998	2396.3999
10-AUBE	764.20001	2396.3
10-AUBE	772.40002	2395.3999
10-AUBE	771.70001	2392.6001
10-AUBE	773.29999	2384.6001
10-AUBE	779.40002	2379.3
10-AUBE	784.09998	2372.3
10-AUBE	786.79999	2363.6001
10-AUBE	787.40002	2356
10-AUBE	786.40002	2347.8999
10-AUBE	779	2349.3999
10-AUBE	773.29999	2345.2
10-AUBE	777.09998	2338.6001
10-AUBE	770.70001	2339.3
10-AUBE	765.70001	2332.3999
10-AUBE	755.09998	2331.8
10-AUBE	746.79999	2326.8999
10-AUBE	745.70001	2327.3
10-AUBE	739.29999	2331.6001
10-AUBE	733.59998	2327.3
10-AUBE	724.90002	2328.3
10-AUBE	716.79999	2326.8
10-AUBE	713.09998	2333
10-AUBE	711.40002	2341.1001
10-AUBE	706.90002	2348.8999
10-AUBE	699.40002	2350
10-AUBE	692.59998	2355.1001
10-AUBE	695.70001	2362.8999
10-AUBE	691.09998	2368.8
