4843	11577
4692	11440
4551	11503
4378	11535
4224	11530
4057	11525
3977	11641
3926	11562
3931	11445
3884	11399
3783	11420
3748	11357
3820	11320
3857	11278
3799	11241
3826	11179
3889	11184
3947	11205
3988	11136
4051	11152
4136	11110
4219	11105
4198	10990
4110	11031
4051	11009
4104	10942
4198	10874
4187	10784
4115	10778
4115	10696
4214	10611
4261	10533
4224	10464
4245	10380
4288	10318
4357	10359
4394	10412
4455	10417
4503	10433
4545	10459
4618	10417
4692	10380
4603	10329
4676	10228
4787	10124
4880	10143
4933	10191
4976	10334
4891	10390
4808	10433
4787	10480
4782	10616
4828	10711
4891	10632
4917	10606
4970	10653
5007	10690
5044	10773
5034	10884
5029	10964
5013	11068
4997	11152
4933	11309
4923	11405
4865	11487
4843	11577
