51-MARNE	698.40002	2462.6001
51-MARNE	696.29999	2469.8
51-MARNE	696.29999	2477.3
51-MARNE	701.90002	2482.7
51-MARNE	708.79999	2484.5
51-MARNE	714.40002	2489.8
51-MARNE	721.79999	2486.3
51-MARNE	724.59998	2491.1001
51-MARNE	733.29999	2491
51-MARNE	742.20001	2485.3
51-MARNE	750.40002	2479.2
51-MARNE	758.90002	2478.1001
51-MARNE	765.90002	2475.8999
51-MARNE	773.09998	2475
51-MARNE	780.29999	2475.1001
51-MARNE	787.79999	2477.1001
51-MARNE	791.29999	2474.3999
51-MARNE	792.79999	2472.6001
51-MARNE	791.79999	2465.2
51-MARNE	794.29999	2458.2
51-MARNE	792.70001	2450.5
51-MARNE	797.59998	2445.2
51-MARNE	791.90002	2440
51-MARNE	789.29999	2433.1001
51-MARNE	788.29999	2425.2
51-MARNE	794.79999	2419.8
51-MARNE	795.40002	2412.8
51-MARNE	789.59998	2413
51-MARNE	785.09998	2407.6001
51-MARNE	779.40002	2402.3
51-MARNE	780.59998	2395.2
51-MARNE	772.40002	2395.3999
51-MARNE	764.20001	2396.3
51-MARNE	757.09998	2396.3999
51-MARNE	748.5	2401.7
51-MARNE	746.59998	2408.8
51-MARNE	740.40002	2414.5
51-MARNE	732.29999	2411.3
51-MARNE	722.40002	2408.3999
51-MARNE	718.90002	2401.8999
51-MARNE	712.29999	2398.8999
51-MARNE	709.90002	2391.8
51-MARNE	703.09998	2393.8999
51-MARNE	695.79999	2397.6001
51-MARNE	690.09998	2402.7
51-MARNE	688.09998	2405.8999
51-MARNE	681.70001	2409.1001
51-MARNE	681.40002	2416.1001
51-MARNE	678.90002	2423.6001
51-MARNE	684.40002	2428.8
51-MARNE	687.59998	2435.3
51-MARNE	692.29999	2441
51-MARNE	697.70001	2446.1001
51-MARNE	691.40002	2449.8999
51-MARNE	693.90002	2457.2
51-MARNE	698.40002	2462.6001
