16750	19048
16580	18979
16723	18722
16612	18676
16481	18870
16386	18843
16282	18748
15988	19022
15852	19037
15783	19152
15569	19142
15333	19000
15134	18902
14966	18886
14908	19090
14640	19247
14451	19136
14430	19027
14201	18985
14111	19090
14047	19032
14116	18921
14053	18875
13859	18953
13823	18907
13911	18785
13874	18722
13754	18748
13733	18686
13802	18570
13765	18498
13587	18533
13508	18461
13545	18288
13619	18339
13723	18339
13654	18245
13712	18156
13670	18113
13608	18129
13603	18009
13649	17930
13649	17842
13508	17887
13455	17810
13455	17709
13550	17637
13629	17542
13770	17499
13848	17573
13991	17406
14294	17531
14358	17432
14289	17406
14289	17364
14504	17369
14509	17284
14342	17249
14358	17159
14499	17159
14688	17143
14961	17169
15044	17058
15197	16886
15349	16776
15543	16686
15852	16691
15973	16676
16083	16529
16152	16603
16072	16681
16224	16766
16361	16707
16444	16723
16402	16797
16545	16859
16633	16771
16734	16870
16947	16875
17037	16949
17436	16787
17818	16744
17975	16646
18117	16513
18180	16534
18249	16561
18342	16503
18395	16513
18453	16441
18536	16460
18626	16513
18690	16556
18752	16609
18757	16665
18725	16781
18799	16880
18988	16891
19103	16886
19129	16933
19150	17007
19097	17111
19067	17233
19004	17274
19087	17379
19140	17473
19193	17616
19240	17778
19267	17868
19291	17940
19392	18014
19466	18140
19350	18161
19350	18224
19291	18240
19235	18166
19113	18182
18998	18214
18820	18161
18715	18261
18647	18251
18589	18214
18499	18272
18385	18355
18291	18408
18196	18408
18092	18482
17917	18544
17760	18607
17677	18649
17489	18607
17362	18612
17263	18634
17173	18681
17032	18748
16968	18791
16875	18769
16843	18870
16822	18979
16750	19048
16750	19048
