12362	6687
12188	6681
12116	6807
11983	6921
11890	7054
11922	7158
11943	7269
11906	7431
11842	7463
11768	7572
11722	7676
11558	7793
11454	7907
11354	7966
11281	8064
11228	8165
11154	8274
11092	8505
11066	8705
11055	8899
11071	8997
11170	9008
11244	9109
11385	9135
11422	9287
11433	9396
11313	9438
11212	9449
11066	9465
10992	9465
10861	9433
10840	9428
10835	9502
10851	9548
11008	9579
11160	9585
11287	9601
11249	9789
11140	9816
11024	9816
10941	9811
10840	9816
10840	9885
10930	9925
10950	9999
10925	10109
10888	10257
10877	10461
10777	10722
10673	10885
10614	10975
10526	10823
10405	10874
10341	10932
10306	10954
10322	11111
10322	11185
10269	11232
10195	11179
10128	11216
10027	11227
9948	11206
10032	11105
9995	10911
9964	10791
10038	10749
10038	10640
9942	10645
9870	10387
9807	10177
9780	10068
9817	9994
9817	9890
9729	9930
9729	9816
9743	9669
9754	9617
9801	9544
9860	9539
9860	9385
9891	9350
9928	9303
9969	9024
10017	8720
10106	8630
10069	8563
10032	8495
10038	8223
10032	7719
10163	7572
10311	7447
10436	7493
10516	7383
10463	7253
10551	6990
10625	6796
10710	6554
10787	6461
10851	6299
10965	6152
11077	5974
11191	5842
11260	5732
11354	5632
11380	5544
11659	5496
11733	5392
11733	5265
11821	5235
11826	5344
11890	5408
11962	5485
12126	5560
12172	5722
12198	5826
12204	5937
12278	6020
12304	6251
12304	6376
12304	6549
12362	6687
12362	6687
