55-MEUSE	801.20001	2499
55-MEUSE	799.40002	2506.1001
55-MEUSE	801.59998	2513.8999
55-MEUSE	809.90002	2511.7
55-MEUSE	817.29999	2514.6001
55-MEUSE	821	2517.6001
55-MEUSE	825.70001	2512.1001
55-MEUSE	826.79999	2505
55-MEUSE	828	2504.3999
55-MEUSE	827.90002	2496.8999
55-MEUSE	837.40002	2496.6001
55-MEUSE	845.09998	2492.6001
55-MEUSE	847	2484.5
55-MEUSE	846.59998	2477.3
55-MEUSE	848.90002	2467.6001
55-MEUSE	853.5	2462.3
55-MEUSE	857.09998	2454.6001
55-MEUSE	853.90002	2448.3
55-MEUSE	850.40002	2441.3
55-MEUSE	851.79999	2434.3
55-MEUSE	851.5	2427.1001
55-MEUSE	849.09998	2420.2
55-MEUSE	851.29999	2413.2
55-MEUSE	855.09998	2407.1001
55-MEUSE	849.40002	2402.8
55-MEUSE	853.09998	2396
55-MEUSE	853.20001	2393.8999
55-MEUSE	845.29999	2389.8
55-MEUSE	838.59998	2387.3999
55-MEUSE	831.79999	2384.8999
55-MEUSE	826.79999	2390.1001
55-MEUSE	819.70001	2394.5
55-MEUSE	812.40002	2395.8999
55-MEUSE	806.40002	2400.3
55-MEUSE	800.59998	2406.8999
55-MEUSE	795.40002	2412.8
55-MEUSE	794.79999	2419.8
55-MEUSE	788.29999	2425.2
55-MEUSE	789.29999	2433.1001
55-MEUSE	791.90002	2440
55-MEUSE	797.59998	2445.2
55-MEUSE	792.70001	2450.5
55-MEUSE	794.29999	2458.2
55-MEUSE	791.79999	2465.2
55-MEUSE	792.79999	2472.6001
55-MEUSE	791.29999	2474.3999
55-MEUSE	797.40002	2478.1001
55-MEUSE	796.29999	2485.3999
55-MEUSE	801.09998	2491.2
55-MEUSE	801.20001	2499
