13422	17338
13384	17327
13275	17306
13076	17285
12829	17275
12781	17352
12681	17368
12728	17463
12818	17500
12845	17604
12813	17641
12712	17594
12661	17573
12760	17710
12728	17761
12630	17599
12582	17599
12603	17700
12577	17740
12430	17615
12398	17578
12487	17384
12393	17357
12261	17604
12340	17756
12425	17878
12503	17977
12420	18051
12377	18035
12351	18051
12298	18119
12351	18192
12441	18229
12614	18292
12712	18402
12755	18569
12702	18596
12619	18543
12508	18508
12471	18559
12550	18601
12608	18649
12566	18742
12441	18702
12377	18680
12425	18795
12476	18901
12513	19068
12430	19105
12388	19010
12346	18973
12314	19000
12314	19105
12277	19125
12231	19016
12183	18941
12130	18917
12136	18968
12062	19000
11989	18963
11973	18885
12000	18790
11973	18686
11942	18649
11825	18596
11836	18523
11915	18492
12030	18418
12189	18455
12324	18508
12372	18532
12436	18412
12377	18354
12287	18287
12204	18343
12125	18282
11979	18313
11857	18354
11806	18255
11899	18139
11846	18040
11732	18061
11631	17867
11559	17788
11591	17737
11647	17756
11689	17737
11726	17700
11758	17652
11779	17610
11811	17546
11811	17474
11846	17384
11883	17373
11973	17384
12051	17275
12152	17253
12241	17269
12319	17248
12404	17148
12487	17123
12513	17102
12540	17153
12630	17112
12712	17107
12787	17091
12871	17070
12954	17043
13007	17112
13092	17133
13169	17133
13259	17148
13316	17158
13332	17065
13395	16954
13480	16950
13506	17012
13501	17091
13469	17158
13448	17206
13406	17275
13422	17338
13422	17338
