88-VOSGES	953.29999	2385.7
88-VOSGES	959	2380.6001
88-VOSGES	960.59998	2379
88-VOSGES	956.79999	2372.6001
88-VOSGES	954.79999	2365.7
88-VOSGES	951.70001	2359.3999
88-VOSGES	949	2349.8
88-VOSGES	943.79999	2343.3999
88-VOSGES	942.90002	2335.5
88-VOSGES	942.79999	2327.6001
88-VOSGES	937.59998	2323.3999
88-VOSGES	935.90002	2322.6001
88-VOSGES	929.29999	2327.6001
88-VOSGES	922.09998	2331.6001
88-VOSGES	914.79999	2331.1001
88-VOSGES	906.59998	2335.2
88-VOSGES	896.90002	2335.3999
88-VOSGES	890.09998	2332.8999
88-VOSGES	885.59998	2339.3
88-VOSGES	878.40002	2341.7
88-VOSGES	873.90002	2334.8999
88-VOSGES	866.40002	2333.3
88-VOSGES	865.40002	2331.3
88-VOSGES	858.09998	2333.7
88-VOSGES	856.79999	2341.6001
88-VOSGES	850.59998	2346.8999
88-VOSGES	849.59998	2355.1001
88-VOSGES	851.20001	2363.3999
88-VOSGES	846.29999	2368.6001
88-VOSGES	837.90002	2373.1001
88-VOSGES	829.20001	2375.1001
88-VOSGES	829.59998	2383.1001
88-VOSGES	831.79999	2384.8999
88-VOSGES	838.59998	2387.3999
88-VOSGES	845.29999	2389.8
88-VOSGES	853.20001	2393.8999
88-VOSGES	860.90002	2395.3
88-VOSGES	862.79999	2388.1001
88-VOSGES	868.09998	2382.5
88-VOSGES	874.90002	2380.3999
88-VOSGES	882.59998	2382.6001
88-VOSGES	890.5	2386
88-VOSGES	897.79999	2386.1001
88-VOSGES	904.79999	2387.3999
88-VOSGES	914	2388
88-VOSGES	917.70001	2394.3
88-VOSGES	922.5	2388.3
88-VOSGES	929.40002	2385.8
88-VOSGES	934.29999	2391.2
88-VOSGES	942.29999	2396.1001
88-VOSGES	948.79999	2399
88-VOSGES	953.59998	2401
88-VOSGES	952.5	2393.3
88-VOSGES	953.29999	2385.7
