8382	11921
8459	11870
8408	11791
8470	11754
8555	11748
8608	11828
8664	11916
8733	11854
8712	11796
8775	11748
8874	11822
8985	11905
9038	11942
9078	11844
8969	11743
8906	11685
8817	11644
8884	11549
8812	11491
8890	11418
8890	11339
8911	11272
8948	11286
8996	11355
9073	11365
9142	11429
9179	11554
9221	11612
9389	11591
9437	11639
9373	11711
9426	11780
9546	11732
9652	11681
9803	11639
9846	11634
9966	11754
10056	11801
10139	11870
10229	11969
10266	12053
10223	12043
10144	12147
10096	12253
10080	12341
10107	12463
10160	12577
10213	12704
10176	12755
10197	12840
10223	12965
10266	13066
10250	13154
10192	13181
10139	13165
10133	13076
10070	13108
10070	13175
10024	13202
9950	13202
9892	13228
9819	13255
9745	13308
9671	13343
9631	13401
9541	13433
9546	13496
9535	13558
9557	13669
9615	13747
9657	13794
9666	13826
9724	13868
9782	13911
9835	13962
9865	14025
9892	14062
9862	14137
9766	14209
9652	14257
9599	14262
9578	14352
9620	14392
9641	14466
9636	14519
9594	14530
9562	14482
9519	14445
9447	14429
9384	14429
9341	14493
9248	14488
9163	14503
9131	14546
9078	14567
9022	14540
9011	14514
8974	14472
8911	14466
8833	14466
8722	14451
8659	14451
8623	14403
8597	14361
8544	14315
8454	14376
8445	14320
8382	14304
8276	14419
8198	14419
8135	14376
8087	14366
8087	14262
8140	14161
8167	14115
8219	14052
8246	13999
8265	13937
8382	13784
8281	13752
8193	13722
8114	13690
8010	13632
7941	13569
7877	13507
7898	13417
7930	13313
7904	13202
7888	13103
7877	13029
7877	12939
7842	12840
7914	12787
8004	12699
7967	12614
7930	12561
8020	12489
8092	12551
8156	12505
8230	12420
8265	12325
8193	12274
8209	12195
8281	12226
8324	12147
8376	12032
8382	11921
