10782	14354
10735	14370
10735	14428
10729	14465
10668	14470
10604	14470
10551	14497
10551	14574
10578	14601
10631	14617
10599	14670
10551	14744
10520	14784
10483	14811
10479	14853
10504	14879
10535	14911
10588	14943
10625	14978
10735	15058
10788	15105
10825	15178
10888	15257
10950	15305
11008	15363
11144	15352
11207	15294
11303	15310
11386	15283
11465	15246
11507	15199
11580	15148
11643	15183
11707	15193
11795	15148
11848	15074
11922	14943
11968	14842
12047	14691
12162	14580
12215	14507
12289	14465
12347	14391
12294	14364
12236	14308
12194	14223
12156	14186
12116	14213
12037	14223
11957	14186
11911	14151
11848	14151
11795	14170
11747	14176
11707	14260
11643	14340
11559	14340
11497	14364
11439	14370
11417	14444
11380	14423
11322	14417
11303	14470
11276	14502
11181	14476
11061	14486
10971	14497
10902	14481
10872	14423
10819	14375
10782	14354
