25-DOUBS	933.09998	2237.1001
25-DOUBS	927.20001	2231.3
25-DOUBS	917.29999	2226.8999
25-DOUBS	913.29999	2220.1001
25-DOUBS	913.09998	2209.5
25-DOUBS	910.29999	2202.1001
25-DOUBS	903.29999	2196.2
25-DOUBS	896.79999	2189.6001
25-DOUBS	889.59998	2182.1001
25-DOUBS	891.59998	2180.1001
25-DOUBS	887	2183.3
25-DOUBS	888.5	2190.3
25-DOUBS	890.79999	2198.5
25-DOUBS	895.09998	2205.3999
25-DOUBS	889.29999	2210.6001
25-DOUBS	881.09998	2214.2
25-DOUBS	878.79999	2221.3
25-DOUBS	874.79999	2227.2
25-DOUBS	866.79999	2229.3999
25-DOUBS	859.79999	2230
25-DOUBS	861.09998	2238
25-DOUBS	864	2244.8
25-DOUBS	858.20001	2250.3
25-DOUBS	855.09998	2257.3999
25-DOUBS	862.20001	2260.5
25-DOUBS	868.40002	2263.8
25-DOUBS	876.40002	2264.8999
25-DOUBS	882.70001	2268.1001
25-DOUBS	888.40002	2272.3999
25-DOUBS	896	2276.7
25-DOUBS	900	2284.1001
25-DOUBS	906.40002	2288.1001
25-DOUBS	913.79999	2287.1001
25-DOUBS	920	2291
25-DOUBS	927.70001	2293.6001
25-DOUBS	936.59998	2294.3
25-DOUBS	938.59998	2292.6001
25-DOUBS	944.09998	2287.3
25-DOUBS	947.40002	2280.6001
25-DOUBS	943.29999	2273.2
25-DOUBS	952.40002	2273.1001
25-DOUBS	953.40002	2265.8999
25-DOUBS	949.59998	2259.7
25-DOUBS	942.90002	2252.1001
25-DOUBS	933.09998	2237.1001
