977.90002	2310.8999
977.90002	2310.8999
979.40002	2309.3
979.40002	2309.3
979.79999	2308.2
979.79999	2308.2
979.09998	2307.6001
979.09998	2307.6001
977.79999	2307.6001
977.79999	2307.6001
977.79999	2307.8999
975	2309.3999
975	2309.3999
975.79999	2310.3999
974.79999	2309.3999
975	2309.3999
975	2309.3999
977.79999	2307.8999
977.79999	2307.6001
977.79999	2307.6001
977	2305.8999
977	2305.8999
975.90002	2305.5
975.90002	2305.5
974.20001	2306.8999
974.20001	2306.8999
974.20001	2308.3
974.20001	2308.3
974.79999	2309.3999
