187	BELMONT	67027		0	0	67	42	1	1	0.240354	43.689685	23	3	0	2	7	3	32	0	5	
188	BENFELD	67028		0	0	67	42	1	1	7.593512	48.370485	2	5	0	3	8	5	2	0	7	
189	BERG	67029		0	0	67	42	1	1	7.154687	48.895984	6	4	0	1	1	4	10	0	9	
190	BERGBIETEN	67030		0	0	67	42	1	1	7.458479	48.575783	33	3	0	2	7	3	38	0	5	
191	BERNARDSWILLER	67031		0	0	67	42	1	1	7.463916	48.452822	16	5	0	2	7	3	27	0	7	
192	BERNARDVILLE	67032		0	0	67	42	1	1	7.402834	48.370310	1	5	0	3	9	5	1	0	7	
193	BERNOLSHEIM	67033		0	0	67	42	1	1	7.690401	48.755650	5	6	0	1	4	2	6	0	4	
194	BERSTETT	67034		0	0	67	42	1	1	7.657027	48.679201	31	6	0	2	6	3	3	0	10	
195	BERSTHEIM	67035		0	0	67	42	1	1	7.675016	48.792186	9	2	0	1	4	2	22	0	4	
196	BETTWILLER	67036		0	0	67	42	1	1	7.180877	48.885695	6	4	0	1	1	4	10	0	9	
197	BIBLISHEIM	67037		0	0	67	42	1	1	7.792560	48.900054	35	7	0	1	4	2	23	0	4	
198	BIETLENHEIM	67038		0	0	67	42	1	1	7.781826	48.719355	5	6	0	1	4	2	19	0	4	
199	BILWISHEIM	67039		0	0	67	42	1	1	7.660628	48.709541	5	6	0	1	4	3	3	0	4	
200	BINDERNHEIM	67040		0	0	67	42	1	1	7.608011	48.283327	12	5	0	3	9	5	35	0	7	
201	BIRKENWALD	67041		0	0	67	42	1	1	7.343666	48.658953	13	4	0	1	5	4	7	0	9	
202	BISCHHEIM	67043		0	0	67	42	1	1	7.755495	48.615303	44	6	0	2	6	3	-1	0	10	
203	BISCHHOLTZ	67044		0	0	67	42	1	1	7.539989	48.892776	4	4	0	1	2	4	20	0	4	
204	BISCHOFFSHEIM	67045		0	0	67	42	1	1	7.488934	48.486967	18	3	0	2	7	3	29	0	5	
205	BISSERT	67047		0	0	67	42	1	1	7.024848	48.942535	20	4	0	1	1	4	30	0	9	
206	BITSCHHOFFEN	67048		0	0	67	42	1	1	7.619706	48.858022	15	2	0	1	4	2	22	0	4	
207	BLAESHEIM	67049		0	0	67	42	1	1	7.609650	48.506141	8	6	0	2	6	3	-1	0	10	
208	BLANCHERUPT	67050		0	0	67	42	1	1	7.192710	48.408394	23	3	0	2	7	3	32	0	5	
209	BLIENSCHWILLER	67051		0	0	67	42	1	1	7.418578	48.340986	1	5	0	3	9	5	1	0	7	
210	BOERSCH	67052		0	0	67	42	1	1	7.439893	48.477367	18	3	0	2	7	3	29	0	5	
211	BOESENBIESEN	67053		0	0	67	42	1	1	7.563713	48.227920	12	5	0	3	9	5	35	0	7	
212	BOLSENHEIM	67054		0	0	67	42	1	1	7.610867	48.420543	7	5	0	2	8	3	12	0	7	
213	BOOFZHEIM	67055		0	0	67	42	1	1	7.680433	48.332135	2	5	0	3	8	5	14	0	7	
214	BOOTZHEIM	67056		0	0	67	42	1	1	7.573700	48.187768	12	5	0	3	9	5	24	0	7	
215	BOSSENDORF	67058		0	0	67	42	1	1	7.559613	48.781975	10	6	0	1	5	4	18	0	9	
216	BOURG-BRUCHE	67059		0	0	67	42	1	1	7.135005	48.358933	19	3	0	2	7	3	50	0	5	
217	BOURGHEIM	67060		0	0	67	42	1	1	7.495341	48.419259	16	5	0	2	8	3	1	0	7	
218	BOUXWILLER	68049		0	0	68	42	1	1	7.478836	48.823771	7	1	0	4	0	0	5	0	1	
219	BREITENAU	67062		0	0	67	42	1	1	7.291050	48.323170	32	5	0	3	9	5	37	0	7	
220	BREITENBACH	67063		0	0	67	42	1	1	7.292572	48.365913	32	5	0	3	9	5	37	0	7	
221	BREUSCHWICKERSHEIM	67065		0	0	67	42	1	1	7.602218	48.579534	43	6	0	2	6	3	-1	0	10	
222	LA BROQUE	67066		0	0	67	42	1	1	7.215734	48.472632	23	3	0	2	7	3	32	0	5	
223	BUSWILLER	67068		0	0	67	42	1	1	7.559457	48.819419	4	4	0	1	2	4	22	0	9	
224	BUHL	68058		0	0	68	42	1	1	7.182812	47.927960	8	3	0	3	0	0	16	0	3	
225	BURBACH	67070		0	0	67	42	1	1	7.111634	48.901386	6	4	0	1	1	4	30	0	9	
226	BUST	67071		0	0	67	42	1	1	7.235150	48.829514	6	4	0	1	1	4	10	0	9	
227	BUTTEN	67072		0	0	67	42	1	1	7.220546	48.970966	20	4	0	1	1	4	8	0	9	
228	CHATENOIS	67073		0	0	67	42	1	1	7.399924	48.269910	24	5	0	3	9	5	33	0	7	
229	CLEEBOURG	67074		0	0	67	42	1	1	7.893335	49.000643	34	7	0	1	3	6	39	0	12	
230	CLIMBACH	67075		0	0	67	42	1	1	7.849505	49.017549	34	7	0	1	3	6	23	0	12	
231	COLROY-LA-ROCHE	67076		0	0	67	42	1	1	7.180709	48.389638	19	3	0	2	7	3	32	0	5	
232	COSSWILLER	67077		0	0	67	42	1	1	7.399619	48.632537	33	3	0	2	5	4	38	0	9	
233	CRASTATT	67078		0	0	67	42	1	1	7.427381	48.659031	13	4	0	1	5	4	7	0	9	
234	CROETTWILLER	67079		0	0	67	42	1	1	8.031046	48.932147	25	7	0	1	3	6	34	0	12	
235	DACHSTEIN	67080		0	0	67	42	1	1	7.530943	48.560984	14	3	0	2	7	3	12	0	5	
236	DAHLENHEIM	67081		0	0	67	42	1	1	7.506568	48.586148	33	3	0	2	7	3	38	0	5	
237	DALHUNDEN	67082		0	0	67	42	1	1	7.989991	48.775662	3	2	0	1	4	2	28	0	4	
238	DAMBACH	67083		0	0	67	42	1	1	7.631548	49.002797	15	2	0	1	2	2	25	0	4	
239	DAMBACH-LA-VILLE	67084		0	0	67	42	1	1	7.428430	48.323433	1	5	0	3	9	5	1	0	7	
240	DANGOLSHEIM	67085		0	0	67	42	1	1	7.466488	48.572081	33	3	0	2	7	3	12	0	5	
241	DAUBENSAND	67086		0	0	67	42	1	1	7.718925	48.348419	7	5	0	2	8	3	14	0	7	
242	DAUENDORF	67087		0	0	67	42	1	1	7.655404	48.829720	9	2	0	1	4	2	22	0	4	
243	DEHLINGEN	67088		0	0	67	42	1	1	7.192196	48.980905	20	4	0	1	1	4	8	0	9	
